Header	GO
SL1344_RS18840	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS18850	GO:0000271;GO:0005975;GO:0005976;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0016051;GO:0043170;GO:0044238;GO:0071704;GO:1901135;GO:1901137;GO:1901576
SL1344_RS18860	GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0009056;GO:0016052;GO:0019321;GO:0019323;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575
SL1344_RS18865	GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0019321;GO:0044238;GO:0044281;GO:0071704
SL1344_RS18885	GO:0005975;GO:0005976;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0016052;GO:0043170;GO:0044042;GO:0044238;GO:0071704;GO:1901575
SL1344_RS18890	GO:0008150;GO:0008152;GO:0009058
SL1344_RS18900	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS18930	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085;GO:0071702
SL1344_RS18935	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS18940	GO:0006139;GO:0006206;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009112;GO:0009987;GO:0018130;GO:0034641;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046112;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS18945	GO:0005975;GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS18950	GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0009056;GO:0016052;GO:0019321;GO:0019323;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575
SL1344_RS18960	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS18970	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS18975	GO:0006417;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0010468;GO:0010556;GO:0010608;GO:0019222;GO:0031323;GO:0031326;GO:0034248;GO:0043170;GO:0050789;GO:0050794;GO:0051171;GO:0051246;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:1901576
SL1344_RS18980	GO:0006417;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0010468;GO:0010556;GO:0010608;GO:0019222;GO:0031323;GO:0031326;GO:0034248;GO:0043170;GO:0050789;GO:0050794;GO:0051171;GO:0051246;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:1901576
SL1344_RS18990	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS18995	GO:0005975;GO:0006066;GO:0008150;GO:0008152;GO:0019400;GO:0019751;GO:0044238;GO:0044281;GO:0071704;GO:1901615
SL1344_RS19005	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19035	GO:0006082;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044281;GO:0071704;GO:1901615
SL1344_RS19050	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575
SL1344_RS19060	GO:0000096;GO:0000097;GO:0006082;GO:0006520;GO:0006534;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS19065	GO:0005975;GO:0006629;GO:0006644;GO:0006650;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009056;GO:0009058;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044255;GO:0046434;GO:0046486;GO:0071704;GO:0090407;GO:1901135;GO:1901136;GO:1901137;GO:1901575;GO:1901576
SL1344_RS19070	GO:0006457;GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0016043;GO:0022607;GO:0033036;GO:0043933;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0065003;GO:0070727;GO:0071702;GO:0071705;GO:0071840
SL1344_RS19075	GO:0006139;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009262;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019725;GO:0034641;GO:0034654;GO:0042592;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901576
SL1344_RS19085	GO:0005975;GO:0005996;GO:0006006;GO:0006082;GO:0006090;GO:0006091;GO:0006096;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0019318;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575
SL1344_RS19095	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS19105	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009066;GO:0009069;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS19110	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009058;GO:0009063;GO:0009066;GO:0009069;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS19115	GO:0005975;GO:0006139;GO:0006725;GO:0006793;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009225;GO:0009226;GO:0009311;GO:0009987;GO:0016051;GO:0018130;GO:0019438;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901576
SL1344_RS19120	GO:0000271;GO:0005975;GO:0005976;GO:0006629;GO:0008150;GO:0008152;GO:0008610;GO:0008653;GO:0009058;GO:0009059;GO:0009103;GO:0016051;GO:0043170;GO:0044238;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509
SL1344_RS19125	GO:0005975;GO:0008150;GO:0008152;GO:0009058;GO:0009311;GO:0016051;GO:0044238;GO:0071704;GO:1901576
SL1344_RS19145	GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237
SL1344_RS19170	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009058;GO:0009311;GO:0009987;GO:0016051;GO:0016310;GO:0044237;GO:0044238;GO:0071704;GO:1901576
SL1344_RS19185	GO:0005975;GO:0008150;GO:0008152;GO:0009058;GO:0009311;GO:0016051;GO:0044238;GO:0071704;GO:1901576
SL1344_RS19190	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19195	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19200	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19205	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19210	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS19225	GO:0007049;GO:0008150;GO:0009987;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051128;GO:0051301;GO:0065007
SL1344_RS19230	GO:0006139;GO:0006220;GO:0006221;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009129;GO:0009130;GO:0009156;GO:0009161;GO:0009165;GO:0009218;GO:0009220;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19235	GO:0006139;GO:0006364;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0016070;GO:0016072;GO:0019439;GO:0034470;GO:0034641;GO:0034655;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0046483;GO:0046700;GO:0071704;GO:0090304;GO:1901360;GO:1901361;GO:1901575
SL1344_RS19260	GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19265	GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237
SL1344_RS19270	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016070;GO:0018130;GO:0019438;GO:0032774;GO:0034641;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901362;GO:1901576
SL1344_RS19275	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19280	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19285	GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19295	GO:0006810;GO:0006865;GO:0008150;GO:0009987;GO:0015711;GO:0015849;GO:0042886;GO:0046942;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705
SL1344_RS19310	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS19315	GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0008150;GO:0008643;GO:0030001;GO:0051179;GO:0051234;GO:0071702
SL1344_RS19330	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19360	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS19410	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19415	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19420	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19425	GO:0006355;GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0034219;GO:0050789;GO:0050794;GO:0051171;GO:0051179;GO:0051234;GO:0051252;GO:0055085;GO:0060255;GO:0065007;GO:0071702;GO:0080090;GO:0098657;GO:0098704;GO:0098739;GO:2001141
SL1344_RS19435	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS19460	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS19465	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS19470	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19475	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19480	GO:0006810;GO:0008150;GO:0008643;GO:0051179;GO:0051234;GO:0071702
SL1344_RS19510	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS19515	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS19525	GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0009056;GO:0016052;GO:0019321;GO:0019323;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575
SL1344_RS19535	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS19540	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS19565	GO:0008150;GO:0008152;GO:0071704
SL1344_RS19580	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564;GO:1901605
SL1344_RS19600	GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0030001;GO:0051179;GO:0051234
SL1344_RS19605	GO:0008150;GO:0065007;GO:0065008
SL1344_RS19610	GO:0008150;GO:0065007;GO:0065008
SL1344_RS19630	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19635	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19640	GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0017004;GO:0019538;GO:0022607;GO:0036211;GO:0043170;GO:0043412;GO:0043933;GO:0044238;GO:0065003;GO:0071704;GO:0071840;GO:1901564
SL1344_RS19645	GO:0000041;GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0030001;GO:0043933;GO:0051179;GO:0051234;GO:0065003;GO:0071702;GO:0071705;GO:0071840
SL1344_RS19650	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19655	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19660	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19670	GO:0006457;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS19680	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0015980;GO:0044237;GO:0045333
SL1344_RS19685	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS19705	GO:0005975;GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009987;GO:0016052;GO:0016054;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901564;GO:1901565;GO:1901575
SL1344_RS19715	GO:0005975;GO:0006082;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0016054;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901575
SL1344_RS19745	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0006996;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0051276;GO:0071704;GO:0071840;GO:0090304;GO:1901360
SL1344_RS19750	GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0007154;GO:0008150;GO:0008152;GO:0009432;GO:0009605;GO:0009987;GO:0009991;GO:0031668;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071496;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19755	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19760	GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019219;GO:0019222;GO:0031323;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050789;GO:0050794;GO:0051171;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:1901360
SL1344_RS19765	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19770	GO:0006139;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19780	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071702;GO:0071705
SL1344_RS19785	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19805	GO:0006950;GO:0006952;GO:0006974;GO:0008150;GO:0009605;GO:0009607;GO:0009987;GO:0033554;GO:0043207;GO:0044419;GO:0050896;GO:0051707;GO:0051716;GO:0098542
SL1344_RS19840	GO:0006810;GO:0008150;GO:0009892;GO:0015698;GO:0019222;GO:0019725;GO:0031323;GO:0031324;GO:0042592;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051179;GO:0051234;GO:0065007
SL1344_RS19850	GO:0006810;GO:0008150;GO:0009987;GO:0015698;GO:0051179;GO:0051234;GO:0055085;GO:0098660
SL1344_RS19855	GO:0006810;GO:0008150;GO:0015698;GO:0051179;GO:0051234
SL1344_RS19860	GO:0006810;GO:0008150;GO:0009987;GO:0015698;GO:0051179;GO:0051234;GO:0055085;GO:0098660
SL1344_RS19865	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS19880	GO:0005975;GO:0006082;GO:0006520;GO:0006541;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009064;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901135;GO:1901137;GO:1901564;GO:1901576;GO:1901605
SL1344_RS19885	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006040;GO:0006139;GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006725;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0008610;GO:0008654;GO:0009058;GO:0009059;GO:0009225;GO:0009226;GO:0009245;GO:0009247;GO:0009252;GO:0009987;GO:0016043;GO:0018130;GO:0019438;GO:0019637;GO:0022603;GO:0022604;GO:0030203;GO:0034641;GO:0034654;GO:0043170;GO:0044038;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044271;GO:0044281;GO:0045229;GO:0046467;GO:0046483;GO:0046493;GO:0050789;GO:0050793;GO:0055086;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1903509
SL1344_RS19905	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS19945	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS19955	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
